nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat	szAchievement
291	MainTask1_291	[C] Bất Đồng Ý Kiến	Xem ra Hoa Sơn Phái tuy dần suy yếu, nhưng không hổ là danh môn đại phái, đệ tử giữ cửa mà nội công, khinh công đều rất lợi hại.	Hãy tăng cấp đến Lv[FFFE0D]50[-]	Xin [FFFE0D]Đệ Tử Hoa Sơn[-] cho biết chuyện	[url=clientnpcbyidx:test, 165]	[url=clientnpcbyidx:test, 165]	165|178	165	290	292	287								Exp|20000;Gold|10000			1	1						50							
292	MainTask1_292	[C] Tìm Cách Khác	Vị sư huynh của Hoa Sơn Phái hình như không muốn nói nhiều, cũng được, cứ theo huynh ấy lên Hoa Sơn rồi tính sau!	Đi theo Đệ Tử Hoa Sơn [FFFE0D]đến Hoa Sơn[-]	Đi theo Đệ Tử Hoa Sơn [FFFE0D]đến Hoa Sơn[-]	[url=pos:test, 493, 2370, 3600]	[url=pos:test, 493, 2370, 3600]	188|178	188|178	291	293				1					Exp|20000;Gold|10000			1	1					491								Task_7
293	MainTask1_293	[C] Tai Tiếng Năm Xưa	Nơi đây quả nhiên danh bất hư truyền, chả trách người kế thừa Hoa Sơn Phái từ trước đến nay đều rất tài giỏi!	Hỏi [FFFE0D]Đệ Tử Hoa Sơn[-] chuyện năm xưa	Hỏi [FFFE0D]Đệ Tử Hoa Sơn[-] chuyện năm xưa	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	292	294	289								Exp|20000;Gold|10000;Item|223|2			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_08"]												
294	MainTask1_294	[C] Đạo Tặc	Quái lạ! Bọn người này sao có thể đến đây? Chẳng lẽ chúng đi theo ta? Nhưng ta đi đường đã rất cẩn thận rồi mà!	Diệt [FFFE0D]chúng[-] chứng minh trong sạch	Diệt [FFFE0D]chúng[-] chứng minh trong sạch	[url=npcanddosomething:test, 1425, 491, autofight, 1]		180	180	293	295				1					Exp|20000;Gold|10000	1425|3	1	1	1	[url=dialog:test, 290]												
295	MainTask1_295	[C] Hỏi Chuyện Trước Đó	Xem ra Ngũ Sắc Giáo nhiều thế lực, e rằng chuyện này chúng đã chuẩn bị nhiều năm. Mong ta đi trước chúng một bước! Mong vị sư huynh Hoa Sơn này tin tưởng chúng ta!	Hỏi [FFFE0D]Đệ Tử Hoa Sơn[-] họ là ai	Hỏi [FFFE0D]Đệ Tử Hoa Sơn[-] họ là ai	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	294	296	291								Exp|20000;Gold|10000			1	1													
296	MainTask1_296	[C] Phản Đồ Hoa Sơn	Được sư huynh tín nhiệm rồi, nghe nói năm xưa Hoa Sơn Phái từng có một biến cố, nội tình chưa từng lộ ra bên ngoài, có thể là để giữ thể diện môn phái!	Theo [FFFE0D]Đệ Tử Hoa Sơn[-] nhớ lại năm xưa	Theo [FFFE0D]Đệ Tử Hoa Sơn[-] nhớ lại năm xưa	[url=goanddosomething:test, 491, 2400, 3740, gotofuben, 6, 1, 1]		180	180	295	297			6|1|1	1			1		Exp|20000;Gold|100000			1	1													
297	MainTask1_297	[C] Công Tử Hào Hoa	Môn phái lớn mạnh sẽ có nhiều loại người, rất dễ bị lợi dụng. Không biết Hoa Sơn sư huynh có biết được chuyện sau này không.	Đa tạ [FFFE0D]Đệ Tử Hoa Sơn[-] nói cho ta biết	Đa tạ [FFFE0D]Đệ Tử Hoa Sơn[-] nói cho ta biết	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	296	298	293						1	1	Exp|20000;Gold|10000;Item|1969|1			1	1													
298	MainTask1_298	[C] Chờ Thông Báo	Chưởng môn Hoa Sơn không có ở đây nhưng may là còn vài Trưởng Lão, hi vọng Trưởng Lão này sẽ thấu tình đạt lý, dù sao thì cũng là chuyện đáng xấu hổ của phái nên khó mà nói ra được.	Đứng một bên để [FFFE0D]chờ thông báo[-]	Đứng một bên để [FFFE0D]chờ thông báo[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	263	263	297	299				1	1	294			Exp|20000;Gold|10000			1	1	[url=dialog:test, 294]												
299	MainTask1_299	[C] Tin Tức Đến	Sư huynh đã về, xem sắc mặt thì có lẽ đã bị giáo huấn một trận, chuyện này e rằng...	Xin [FFFE0D]Đệ Tử Hoa Sơn[-] được bái kiến	Xin [FFFE0D]Đệ Tử Hoa Sơn[-] được bái kiến	[url=taskitem:test, $T]	[url=taskitem:test, $T]	264	264	298	300				1	1	295			Exp|20000;Gold|10000			1	1	[url=dialog:test, 295]												
300	MainTask1_300	[C] Hoa Sơn Trưởng Lão	Vị Hoa Sơn sư huynh này cũng thật thú vị, lại còn cố ý trêu chọc ta, được rồi, hãy đi gặp Hoa Sơn Trưởng Lão!	Tìm [FFFE0D]Hoa Sơn Trưởng Lão[-]	Tìm [FFFE0D]Hoa Sơn Trưởng Lão[-]	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	299	301	296								Exp|20000;Gold|10000			1	1													
301	MainTask1_301	[C] Khỉ Nghịch Phá	Không ngờ gần đây có bọn khỉ khiến người ta đau đầu... Chẳng lẽ danh môn đại phái năm xưa có thù với khỉ?	Đuổi [FFFE0D]Khỉ Tinh Nghịch[-] của Hoa Sơn	Đuổi [FFFE0D]Khỉ Tinh Nghịch[-] của Hoa Sơn	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|268|269|272	266|268	300	302				1	1	297			Exp|20000;Gold|10000			1	1													
302	MainTask1_302	[C] Xua Đuổi Khỉ	Bọn Khỉ này hiền lành hơn bọn ở Võ Di Sơn Cửu Hầu Động, vừa đuổi đã chạy mất. Hãy dọn dẹp bậc đá gần đấy đã.	Đuổi [FFFE0D]Khỉ Tinh Nghịch[-] khác	Đuổi [FFFE0D]Khỉ Tinh Nghịch[-] khác	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|269|270|272	266|269|270	301	303				1	1	298			Exp|20000;Gold|10000			1	1	[url=dialog:test, 298]												
303	MainTask1_303	[C] Quét Dọn Thềm Đá	Hoa Sơn Trưởng Lão thật biết sai bảo người khác, theo lời dặn dò của ông ta, hãy quét lá rơi trên thềm Hoa Sơn!	Theo lời dặn [FFFE0D]quét dọn một chút[-]	Theo lời dặn [FFFE0D]quét dọn một chút[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|271|272	180|266|271|272	302	304				1	1	299			Exp|20000;Gold|10000			1	1													
304	MainTask1_304	[C] Dã Tâm	Xong việc rồi, nhưng cũng mong Trưởng Lão kể hết ngọn nguồn sự việc, nếu không thì hơi quá đáng rồi.	Về tìm [FFFE0D]Hoa Sơn Trưởng Lão[-]	Về tìm [FFFE0D]Hoa Sơn Trưởng Lão[-]	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	303	305	299								Exp|20000;Gold|10000			1	1													
305	MainTask1_305	[C] Tranh Đoạt Chưởng Môn	Hoa Sơn Phái quả là phái lớn, chuyện như vậy họ cũng dám kể cho đệ tử nghe để họ lấy đó làm gương, quả đáng khâm phục!	Nghe [FFFE0D]Hoa Sơn Trưởng Lão[-] nói chuyện	Nghe [FFFE0D]Hoa Sơn Trưởng Lão[-] nói chuyện	[url=goanddosomething:test, 491, 7800, 7490, gotofuben, 6, 2, 1]		180|266	266	304	306			6|2|1	1			1		Exp|20000;Gold|100000			1	1													
306	MainTask1_306	[C] Hiểu Rõ Chân Tướng	Xem ra Hoa Sơn Phái không muốn để người ngoài tham gia chuyện này, mong họ có thể giải quyết được!	Đa tạ [FFFE0D]Hoa Sơn Trưởng Lão[-] đã chỉ bảo	Đa tạ [FFFE0D]Hoa Sơn Trưởng Lão[-] đã chỉ bảo	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	305	307	302						1	1	Exp|20000;Gold|10000;Item|223|2;ComposeValue|2|6			1	1													
307	MainTask1_307	[C] Lại Lên Hoa Sơn	Có tung tích này tin rằng đệ tử canh giữ Hoa Sơn sẽ không làm khó ta nữa.	Đến [FFFE0D]Hưởng Thủy Động[-]	Đến [FFFE0D]Hưởng Thủy Động[-]	[url=pos:test, 491, 8750, 4770]	[url=pos:test, 491, 8750, 4770]	180|266	266	306	308				1					Exp|20000;Gold|10000			1	1					406								
308	MainTask1_308	[C] Đến Thiếu Lâm	Theo gợi ý của sư huynh Hoa Sơn, nên đến Thiếu Lâm Tự, quay về Hưởng Thủy Động trước, sau đó vòng đến Thiếu Lâm Tự!	[FFFE0D]Đến [-]Thiếu Lâm Tự	[FFFE0D]Đến [-]Thiếu Lâm Tự	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|170	180|170	307	309				1	1	303			Exp|20000;Gold|10000			1	1	[url=dialog:test, 303]												
309	MainTask1_309	[C] Thiếu Lâm Tiểu Tăng	Sao lại có tăng nhân ở đây? Đến hỏi hắn xem có phải là môn hạ của Thiếu Lâm Tự không!	Hãy tăng cấp đến Lv[FFFE0D]53[-]	Hỏi [FFFE0D]Đệ Tử Thiếu Lâm[-] chuyện năm xưa	[url=clientnpcbyidx:test, 167]	[url=clientnpcbyidx:test, 167]	167	167	308	310	304								Exp|20000;Gold|10000			1	1						53							
310	MainTask1_310	[C] Đứa Trẻ Bướng Bỉnh	Không ngờ lại gặp đệ tử Thiếu Lâm ở đây!	Xem [FFFE0D]Đứa Bé[-] có lấy tượng đất không	Xem [FFFE0D]Đứa Bé[-] có lấy tượng đất không	[url=clientnpcbyidx:test, 169]	[url=clientnpcbyidx:test, 169]	168|169	169	309	311	305								Exp|20000;Gold|10000			1	1													
311	MainTask1_311	[C] Tìm Cây Ăn Trái	Tiểu Hòa Thượng thành thật bị tên nhóc đùa cợt, chắc hắn lớn lên ở Thiếu Lâm Tự.	[FFFE0D]Đến gần tìm xem [-]có cây trái không	[FFFE0D]Đến gần tìm xem [-]có cây trái không	[url=taskitem:test, $T]	[url=taskitem:test, $T]	168|170		310	312				1	1	306			Exp|20000;Gold|10000			1	1	[url=dialog:test, 306]												
312	MainTask1_312	[C] Thu Thập Quả Mọng	Ở đây tuy không phồn vinh, cũng có nhiều người sinh sống, nên mới có kẻ làm xấu, nếu đã gặp thì sẽ hạ gục chúng!	Hái một ít [FFFE0D]Quả[-]	Hái một ít [FFFE0D]Quả[-]	[url=npc:testtt,1252,406]	[url=npc:testtt,1252,406]	168|170		311	313				1	1				Exp|20000;Gold|10000			1	1	[url=dialog:test, 307]												
313	MainTask1_313	[C] Kẻ Ác Phá Rối	Quả nhiên có một số ác đồ, nhưng bọn chúng không có ý hại người, giáo huấn chút là được.	Giáo huấn [FFFE0D]Nữ Vũ Giả[-] kiêu ngạo	Giáo huấn [FFFE0D]Nữ Vũ Giả[-] kiêu ngạo	[url=npcanddosomething:test, 1022, 406, autofight, 1]		168|170	170	312	314				1					Exp|20000;Gold|10000	1022|3	1	1	1	[url=dialog:test, 308]												
314	MainTask1_314	[C] Trao Đổi	Quả này mang đến cho đứa bé đổi Tượng Đất, mong rằng nó sẽ trả lại Tượng Đất cho ta.	Mang Quả cho [FFFE0D]Đứa Bé[-] đổi Tượng Đất	Mang Quả cho [FFFE0D]Đứa Bé[-] đổi Tượng Đất	[url=clientnpcbyidx:test, 169]	[url=clientnpcbyidx:test, 169]	168|169	168|169	313	315	309								Exp|20000;Gold|10000			1	1													
315	MainTask1_315	[C] Nguyên Nhân	Lấy được tượng đất rồi, chuyến này mong khai thác được thông tin từ Tiểu Hòa Thượng.	Giao tượng đất cho [FFFE0D]Đệ Tử Thiếu Lâm[-]	Giao tượng đất cho [FFFE0D]Đệ Tử Thiếu Lâm[-]	[url=clientnpcbyidx:test, 167]	[url=clientnpcbyidx:test, 167]	167|170	167|170	314	316	310								Exp|20000;Gold|10000			1	1													
316	MainTask1_316	[C] Vô Trí Đại Sư	Tốt quá rồi! Sư thúc của tiểu hòa thượng lại biết chuyện này! Mau đi thôi!	Bái kiến [FFFE0D]Vô Trí Đại Sư[-]	Bái kiến [FFFE0D]Vô Trí Đại Sư[-]	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171|181	171|181	315	317	311								Exp|20000;Gold|10000			1	1													
317	MainTask1_317	[C] Âm Mưu Ngũ Sắc	Xem ra ta đã quá xem thường khả năng của Ngũ Sắc Giáo, Thiếu Lâm「Vô」tự cao tăng đều võ công cao thâm hoặc Phật học uyên bác, cả những cao tăng này mà còn không thoát khỏi tay chúng, Ngũ Sắc Giáo có gì đặc biệt?	Tiếp tục nghe [FFFE0D]Vô Trí Đại Sư[-] nói chuyện	Tiếp tục nghe [FFFE0D]Vô Trí Đại Sư[-] nói chuyện	[url=goanddosomething:test, 406, 9570, 10840, gotofuben, 6, 3, 1]		172	172	316	318			6|3|1	1			1		Exp|20000;Gold|100000			1	1													
318	MainTask1_318	[C] Thăm Hỏi Ngọn Nguồn	Coi như đã hiểu được chuyện năm xưa, cũng biết được sự lợi hại của Ngũ Sắc Giáo. Nếu đúng là chúng chỉ đang ẩn náu, thì võ lâm lại sẽ có huyết chiến nữa rồi!	Cảm ơn [FFFE0D]Vô Trí Đại Sư[-]	Cảm ơn [FFFE0D]Vô Trí Đại Sư[-]	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171	171	317	319	313						1	1	Exp|20000;Gold|10000;Item|1968|3			1	1													
319	MainTask1_319	[C] Kẻ Ác Phá Rối	Quả nhiên có một số ác đồ, nhưng bọn chúng không có ý hại người, giáo huấn chút là được.	Diệt [FFFE0D]ác tặc[-] cầm đao	Diệt [FFFE0D]ác tặc[-] cầm đao	[url=npcanddosomething:test, 1023, 406, autofight, 1]		172	172	318	320				1					Exp|20000;Gold|10000	1023|3	1	1	1													
320	MainTask1_320	[C] Thăm Hỏi Ngọn Nguồn	Coi như đã hiểu được chuyện năm xưa, cũng biết được sự lợi hại của Ngũ Sắc Giáo. Nếu đúng là chúng chỉ đang ẩn náu, thì võ lâm lại sẽ có huyết chiến nữa rồi!	Cảm ơn [FFFE0D]Vô Trí Đại Sư[-]	Cảm ơn [FFFE0D]Vô Trí Đại Sư[-]	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171	171	319	321	315						1	1	Exp|20000;Gold|10000;ComposeValue|2|7			1	1													
321	MainTask1_321	[C] Nói Không Giấu Giếm	Sự việc đã chấm dứt, phải về thực hiện lời hứa, bẩm báo sự việc với bà chủ! Hi vong biết được bước tiếp theo phải làm gì!	Về tìm [FFFE0D]Chủ Quán Rượu[-]	Về tìm [FFFE0D]Chủ Quán Rượu[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	172	172	320	322	316	99							Exp|20000;Gold|10000			1	1													
322	MainTask1_322	[C] Hỏi Chuyện Lưu Vân	Năm xưa Độc Cô đại hiệp nhờ chuyện chống Kim mà  Trương cô nương mới... Hừ, đi gặp Lưu Vân Tướng Quân nào!	Hãy tăng cấp đến Lv[FFFE0D]56[-]	Thỉnh giáo [FFFE0D]Lưu Vân Tướng Quân[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			321	323	318	91							Exp|20000;Gold|10000			1	1						56							Task_8
323	MainTask1_323	[C] Tướng Quân Họ Nghiêm	Nghiêm Tướng Quân đã hồi phục! Mau đến Kiếm Môn Quan thăm ông ấy!	Đi tìm [FFFE0D]Nghiêm Tướng Quân[-]	Đi tìm [FFFE0D]Nghiêm Tướng Quân[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|299|300|301|302	273	322	324	319								Exp|20000;Gold|10000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_09"]												
324	MainTask1_324	[C] Mao Sơn Đạo Sĩ	Mao Sơn Đạo Sĩ đáng ghét dám lan truyền tin thất thiệt! Giáo huấn bọn chúng!	Giáo huấn [FFFE0D]Đạo Sĩ[-] xàm ngôn	Giáo huấn [FFFE0D]Đạo Sĩ[-] xàm ngôn	[url=npcanddosomething:test, 1026, 408, autofight, 1]		274|299|300|301|302		323	325	320			1					Exp|20000;Gold|10000	1026|3	1	1	1													
325	MainTask1_325	[C] Mao Sư Đạo Trưởng	Hừ! Chỉ giáo huấn bọn Mao Sơn Đạo Sĩ e rằng không có hiệu quả, phải tìm thủ lĩnh họ!	Tìm [FFFE0D]Mao Sư Đạo Trưởng[-]	Tìm [FFFE0D]Mao Sư Đạo Trưởng[-]	[url=clientnpcbyidx:test, 275]	[url=clientnpcbyidx:test, 275]	274|275|299|300|301|302	275	324	326	321						1	1	Exp|20000;Gold|10000;Item|223|2			1	1													
326	MainTask1_326	[C] Trên Đường Áp Tải	Không ngờ Mao Sư Đạo Trưởng lại tham sống sợ chết, quả thật vô dụng, hãy mang về doanh trại để đám binh sĩ bị lừa thức tỉnh!	Áp giải [FFFE0D]Mao Sư Đạo Trưởng[-]	Áp giải [FFFE0D]Mao Sư Đạo Trưởng[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	274|276|299|300|301|302		325	327				1	1	322			Exp|20000;Gold|10000			1	1	[url=dialog:test, 322]												
327	MainTask1_327	[C] Về Doanh Địa	Không ngờ Mao Sư Đạo Trưởng lại tham sống sợ chết, quả thật vô dụng, hãy mang về doanh trại để đám binh sĩ bị lừa thức tỉnh!	Áp giải [FFFE0D]Mao Sư Đạo Trưởng[-]	Áp giải [FFFE0D]Mao Sư Đạo Trưởng[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	274|276|299|300|301|302	276|299|300|301|302	326	328				1	1	323			Exp|20000;Gold|10000			1	1	[url=dialog:test, 323]												
328	MainTask1_328	[C] Lên Án	Hiện chiến tranh liên miên, binh sĩ tuy có lòng chống lại địch, nhưng vẫn còn chút lo lắng và nguyện vọng, mắc lừa là điều khó tránh, mong cuộc chiến sớm ngày kết thúc!	Bắt [FFFE0D]Mao Sư Đạo Trưởng[-] nhận tội	Bắt [FFFE0D]Mao Sư Đạo Trưởng[-] nhận tội	[url=clientnpcbyidx:test, 277]	[url=clientnpcbyidx:test, 277]	274|277|291|292|293|294	274|277|291|292|293|294	327	329	324								Exp|20000;Gold|10000			1	1													
329	MainTask1_329	[C] Báo Cáo Tướng Quân	Giải quyết xong việc rồi, gặp Nghiêm Tướng Quân báo cáo trước đã!	Về tìm [FFFE0D]Nghiêm Tướng Quân[-]	Về tìm [FFFE0D]Nghiêm Tướng Quân[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|278|295|296|297|298	273|278|295|296|297|298	328	330	325								Exp|20000;Gold|10000			1	1													
330	MainTask1_330	[C] Chiến Trường Năm Xưa	Nghe đâu Độc Cô đại hiệp cùng Vương Tá tướng quân đã cùng nhau khuyên Lục Văn Long tướng quân đầu hàng, ta thật muốn gặp gỡ một lần!	Đến [FFFE0D]Chiến Trường Cổ[-]	Đến [FFFE0D]Chiến Trường Cổ[-]	[url=pos:test, 408, 2600, 2760]	[url=pos:test, 408, 2600, 2760]	279|282	279|282	329	331				1					Exp|20000;Gold|10000			1	1					479								
331	MainTask1_331	[C] Đến Hội Họp	Nơi đây xưa kia là chiến trường ư? Hãy hỏi Nghiêm Tướng Quân về quá trình khuyên đầu hàng lúc trước!	Gặp [FFFE0D]Nghiêm Tướng Quân[-] ở phía trước	Gặp [FFFE0D]Nghiêm Tướng Quân[-] ở phía trước	[url=clientnpcbyidx:test, 281]	[url=clientnpcbyidx:test, 281]	281	281	330	332	327								Exp|20000;Gold|10000			1	1													
332	MainTask1_332	[C] Xem Xét Chung Quanh	Nghiêm Tướng Quân là đại tướng trên chiến trường, bất cứ giá nào phải bảo vệ sự an toàn của ngài.	Xem [FFFE0D]hoàn cảnh xung quanh[-]	Xem [FFFE0D]hoàn cảnh xung quanh[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	282	282	331	333				1	1	328			Exp|20000;Gold|10000			1	1													
333	MainTask1_333	[C] Báo Cáo Tình Trạng	Gần đây hình như không có nguy hiểm, ta đang rất nôn nóng để nghe câu chuyện đấy!	Báo cáo cho [FFFE0D]Nghiêm Tướng Quân[-]	Báo cáo cho [FFFE0D]Nghiêm Tướng Quân[-]	[url=clientnpcbyidx:test, 281]	[url=clientnpcbyidx:test, 281]	281	281	332	334	329								Exp|20000;Gold|10000			1	1													
334	MainTask1_334	[C] Tấm Lòng Chân Thành	Hành Sơn Phái từng nắm giữ bảo kiếm Đan Tâm mà không ai biết trong kiếm ẩn chứa bí mật này...	Nghe [FFFE0D]Nghiêm Tướng Quân[-] kể chuyện xưa	Nghe [FFFE0D]Nghiêm Tướng Quân[-] kể chuyện xưa	[url=goanddosomething:test, 479, 2510, 1040, gotofuben, 6, 4, 1]		280	280	333	335			6|4|1	1			1		Exp|20000;Gold|100000			1	1													
335	MainTask1_335	[C] Cảm Tạ Tướng Quân	Cũng may Lục Văn Long tướng quân là người chính trực, nếu không e hôm đó họ sẽ không thể ra khỏi đại doanh quân Kim này...	Cảm ơn [FFFE0D]Nghiêm Tướng Quân[-]	Cảm ơn [FFFE0D]Nghiêm Tướng Quân[-]	[url=clientnpcbyidx:test, 283]	[url=clientnpcbyidx:test, 283]	283	283	334	336	331						1	1	Exp|20000;Gold|10000;Item|2167|1			1	1													
336	MainTask1_336	[C] Xem Xét Xung Quanh	Là lúc thoát khỏi đây thôi, xem xung quanh có động tĩnh gì không.	Đến [FFFE0D]xung quanh xem sao[-]	Đến [FFFE0D]xung quanh xem sao[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284		335	337				1	1	332			Exp|20000;Gold|10000			1	1	[url=dialog:test, 332]												
337	MainTask1_337	[C] Bảo Hộ Chu Toàn	Xem ra lúc nãy chúng ta nghe kể chuyện quá nhập tâm rồi, kẻ địch tới gần như vậy cũng không biết!	Bảo vệ cho [FFFE0D]Nghiêm Tướng Quân[-]	Bảo vệ cho [FFFE0D]Nghiêm Tướng Quân[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284|303|304|305|306|307	307	336	338				1	1	333			Exp|20000;Gold|10000			1	1	[url=dialog:test, 333]												
338	MainTask1_338	[C] Nam Tử Thần Bí	Người Bí Ẩn rốt cuộc là ai? Chẳng lẽ hắn không sợ chúng ta lấy mạng hắn?	[FFFE0D]Đuổi theo Người Bí Ẩn[-]	[FFFE0D]Đuổi theo Người Bí Ẩn[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284|303|304|305|306|308	308	337	339				1	1	334			Exp|20000;Gold|10000			1	1	[url=dialog:test, 334]												
339	MainTask1_339	[C] Đánh Lui Tử Sĩ	Hừ! Chỉ là Tử Sĩ, không phải đối thủ của ta, ta sẽ tiêu diệt họ, để tránh Người Bí Ẩn chạy thoát!	Đánh lui [FFFE0D]Tử Sĩ[-] đang tiến đến	Đánh lui [FFFE0D]Tử Sĩ[-] đang tiến đến	[url=npcanddosomething:test, 1451, 479, autofight, 1]		284|303|304|305|306	284	338	340				1					Exp|20000;Gold|10000	1451|3	1	1	1	[url=dialog:test, 335]												
340	MainTask1_340	[C] Trở Về Nơi Xa	Ta đã đánh giá thấp võ nghệ đám Tử Sĩ, phải nói rõ việc này với Nghiêm Tướng Quân.	Hãy về [FFFE0D]Nghiêm Tướng Quân[-]	Hãy về [FFFE0D]Nghiêm Tướng Quân[-]	[url=clientnpcbyidx:test, 283]	[url=clientnpcbyidx:test, 283]	283|303|304|305|306	283	339	341	336								Exp|20000;Gold|10000			1	1													
341	MainTask1_341	[C] Rời Khỏi Nơi Này	Chuyện nơi đây đã xong, nên rời đi thôi! Không biết Độc Cô Đại Hiệp ở nơi đâu!	Rời khỏi [FFFE0D]Chiến Trường Cổ[-]	Rời khỏi [FFFE0D]Chiến Trường Cổ[-]	[url=pos:test, 408, 8750, 4770]	[url=pos:test, 408, 8750, 4770]	289|303|304|305|306	289|303|304|305|306	340	342				1					Exp|20000;Gold|10000			1	1					408								
342	MainTask1_342	[C] Chiến Đấu Thế Nào	Lúc đó Nghiêm Tướng Quân bị mai phục nên phải tịnh dưỡng  một thời gian, ta cũng không có thời gian quan tâm đến chuyện chiến trường, không biết tình hình lúc này thế nào rồi?	Hãy tăng cấp đến Lv[FFFE0D]58[-]	Hỏi xem tình hình Chiến Trường	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	341	343	338						1	1	Exp|20000;Gold|10000;Item|223|2			1	1						58							
343	MainTask1_343	[C] Lục Lâm Hào Kiệt	Bọn Lục Lâm Hào Kiệt e rằng sẽ không nói đạo lý, giang hồ hãy giải quyết theo cách của giang hồ! Chúng ta hãy dùng quyền cước nói chuyện với chúng!	Khuyên răn [FFFE0D]Lục Lâm Hào kiệt [-]	Khuyên răn [FFFE0D]Lục Lâm Hào kiệt [-]	[url=npcanddosomething:test, 1027, 408, autofight, 1]		274	274	342	344				1					Exp|20000;Gold|10000	1027|3	1	1	1	[url=dialog:test, 339]												
344	MainTask1_344	[C] Lục Lâm Thủ Lĩnh	Đúng là nhân sĩ lục lâm chính trực! Để ta đi gặp thủ lĩnh của họ, xem thử hắn có sức hấp dẫn thế nào!	Hỏi chuyện [FFFE0D]Lục Lâm Đầu Lĩnh[-]	Hỏi chuyện [FFFE0D]Lục Lâm Đầu Lĩnh[-]	[url=clientnpcbyidx:test, 285]	[url=clientnpcbyidx:test, 285]	285|274	285|274	343	345	340								Exp|20000;Gold|10000			1	1													
345	MainTask1_345	[C] Tìm Hiểu Chân Tướng	Không ngờ lại có việc này, ta nghĩ họ không nói dối, hãy hỏi rõ Nghiêm Tướng Quân!	Tìm [FFFE0D]Nghiêm Tướng Quân[-] hỏi chuyện	Tìm [FFFE0D]Nghiêm Tướng Quân[-] hỏi chuyện	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|286	273	344	346	341								Exp|20000;Gold|10000			1	1													
346	MainTask1_346	[C] Tra Xét Tỉ Mỉ	Việc này xem ra có nghi vấn, tìm vài Sĩ Binh hỏi rõ!	Tìm [FFFE0D]Sĩ Binh[-] tìm hiểu sự việc	Tìm [FFFE0D]Sĩ Binh[-] tìm hiểu sự việc	[url=npc:testtt,$F,408]	[url=npc:testtt,$F,408]	274|286		345	347	342	1111							Exp|20000;Gold|10000			1	1													
347	MainTask1_347	[C] Hỏi Thăm Thôn Dân	Chẳng lẽ sĩ binh làm chuyện này là gian tế? Cố ý gây xung đột giữa quân Tống và nhân sĩ võ lâm nhằm trục lợi? Không được, chuyện này phải điều tra kỹ!	Hỏi [FFFE0D]thôn dân[-] chân tướng sự việc	Hỏi [FFFE0D]thôn dân[-] chân tướng sự việc	[url=clientnpcbyidx:test, 287]	[url=clientnpcbyidx:test, 287]	274|286|287	287	346	348	343								Exp|20000;Gold|10000			1	1													
