nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
171	171		1099	Không cần đâu...Chỉ cần Ảnh Phong ca ở bên muội là được					
171	171		415	Vi Nhi, ta đưa nàng về Vong Ưu Đảo tìm Hồ Thần Y, không chừng có cách cứu nàng.					
171	171		1099	Ảnh Phong ca...Chỉ cần được ở bên huynh thì đi đâu cũng được.					
172	172		417	Đây không phải là Dương lão đệ sao? Đến có việc gì?					
172	172		415	Hồ Thần Y, xin hãy cứu vị cô nương này. Cô ấy là con gái Minh Chủ Võ Lâm Mạnh Tri Thu, đã trúng độc Xuyên Trường Tuyết Thù 5 ngày rồi.					
172	172		417	Xuyên Trường Tuyết Thù...Độc dược này đến từ Tây Vực, phải dùng một loại độc khác mới có thể giải được. Theo ta chẩn đoán, không quá năm ngày, độc Tuyết Thù sẽ phát tác, lúc đó cả người sẽ bắt đầu lở loét...					
172	172		417	Cỏ Xuyên Trường và Tuyết Thù chỉ có ở Tây Vực, có lấy về được e rằng cũng đã muộn. Dương huynh, ta có 10 viên Thiên Tâm Tỏa Mệnh Đan, khi nào cô ấy phát độc thì uống 1 viên, có thể kéo dài tính mạng 10 ngày.					
172	172		1099	Ảnh Phong ca... Thôi vậy... Còn nhớ lúc đầu chúng ta quen nhau thế nào không? Hãy đưa ta tới đó được không?					
172	172		415	Được, chúng ta đi... Đa tạ Hồ Thần Y					
173	173		1099	Ảnh Phong ca, còn nhớ chỗ này không?					
173	173		415	Nhớ chứ, con ...Thương Ưng đó, chiếc trâm của nàng... và cả Sát Nhân Ngư đáng ghét đó nữa...					
173	173		1099	(Mỉm cười) Ảnh Phong ca! Huynh đừng gọi nó là đồ súc sinh lông lá! Lúc chúng ta tỉ võ, chẳng phải huynh cũng cột ta lại rồi mắng một trận hay sao?					
173	173		415	(Cười gượng) Lỗi tại ta, sau này ta sẽ không gọi vậy nữa.					
173	173		1099	Không phải! Muội chỉ cảm thấy huynh rất tốt, muốn ở với huynh thêm một lát...Ảnh Phong ca, muội hơi mệt, đưa muội về Bi Ma Sơn Trang được không?					
173	173		415	Được...					
174	174				Là Nạp Lan cô nương? Sao cô lại ở đây?				
175	175		415	Chân Nhi, cuối cùng đã gặp được nàng, vẫn khỏe chứ. Vi Nhi cô ấy...					
175	175		1099	Chân Nhi tỷ tỷ...Gặp lại tỷ ta vui quá.					
175	175		413	Ảnh Phong ca, muội đợi mọi người ở đây đã 3 ngày rồi.					
175	175		413	Tường Vi muội muội, ta đã lấy được thuốc giải độc Xuyên Trường Tuyết Thù rồi. Ta sẽ vào giải độc cho Tường Vi muội muội, mọi người ở đây đợi ta.					
176	176		415	Chân Nhi! Vi Nhi thế nào rồi?					
176	176		413	Cô ấy đã được giải độc, giờ đang nghỉ ngơi, chúng ta tạm thời không nên làm phiền cô ấy.					blush
176	176		415	Vậy được. Chân Nhi, ta định về Vong Ưu Đảo quy ẩn, nàng có dự tính gì?					
176	176		413	...Ảnh Phong ca...dù huynh đi đâu muội cũng sẽ đi theo. Ảnh Phong ca...có phải huynh cũng thích My Nhi tỷ tỷ, Tường Vi cô nương và Tử Hiên cô nương?					happy
176	176		415	Việc này...ta...					
176	176		413	Thích thì thích, có gì phải do dự?					sad
176	176		415	Nhưng người ta thích nhất chính là nàng...					
176	176		413	Ảnh Phong ca...Họ đều là người tốt, chỉ là muội...					angry
176	176		415	(Im lặng một lúc) Ta hiểu, ta tới Hàn Ba Cốc xem thử My Nhi và Tử Hiên thế nào, nàng đợi đây được không? Ta về sẽ có câu trả lời.					
176	176		413	Bảo trọng!					think
177	177		415	My Nhi! Tử Hiên!					
177	177		1097	Dương đại ca! Huynh đến rồi sao.					
177	177		1092	Dương đại ca...					
177	177		719	Dương Ảnh Phong kể cho Tử Hiên và Nguyệt My Nhi chuyện đã trải qua...					
177	177		415	Chúng ta xuất phát thôi.					
178	178		954	Ha ha...Dương Ảnh Phong, ngươi thật khiến lão phu đau đầu! Nể tình hai đứa con gái ta thích ngươi, hôm nay ta sẽ cho ngươi cơ hội cuối cùng, nếu ngươi chịu gia nhập bổn phái, ta sẽ gả chúng cho ngươi và để ngươi thừa kế ngôi giáo chủ của ta.					
178	178		415	Nạp Lan Tiềm Lẫm, ngươi đừng phí công, ta sẽ không đồng ý đâu.					
178	178		954	Được rồi, nếu đã vậy thì đừng trách ta vô tình!					
178	178		415	Chỗ này nhỏ quá, chúng ta đến Tỉ Võ Trường phân cao thấp nào.					
178	178		954	Hãy để lão phu lãnh giáo...để xem ngươi có gì lợi hại!					
180	180		719	Đám người Dương Ảnh Phong đem thi thể Nạp Lan Tiềm Lẫm an táng...sau đó tế bái...					
180	180		415	Chân Nhi, My Nhi, Hiên Nhi, Vi Nhi, các nàng hãy về Vong Ưu Đảo trước đi. $N, ngươi có dự định gì không? Có đi cùng chúng ta không?					
180	180				Dương đại ca, lần từ biệt này không biết bao giờ mới gặp lại. Mọi người hãy bảo trọng!				
180	180		415	Ngươi còn trẻ, tương lai còn dài,「Võ Đạo Đức Kinh」hãy giữ lấy, ngươi đừng quên trong lòng phải có chính khí! Nếu có hứng thú với chuyện xưa kia của võ lâm hãy tìm hiểu chuyện của Độc Cô đại hiệp.					
180	180				Ta sẽ ghi nhớ, Dương đại ca, 4 vị cô nương đó, huynh có dự tính gì...				
180	180		415	Người ta yêu thương nhất chính là Chân Nhi...Đành phải phụ lòng 3 người họ. Còn My Nhi, Hiên nhi, Vi Nhi! Hy vọng các cô nương ấy có thể tìm được người để nương tựa.					
180	180				Dương đại ca hãy suy nghĩ kỹ, ta xin cáo từ, sau này có cơ hội chúng ta sẽ lại gặp nhau! Bảo trọng!				
181	181				Bà chủ, không biết...				
181	181		99	(Liếc nhìn) Chuyện lúc trước đã có manh mối,「Bản Đồ Sơn Hà Xã Tắc」nổi tiếng đó đã tái xuất giang hồ, nó còn khiến người ta điên cuồng hơn cả「Võ Đạo Đức Kinh」...					
181	181				Bản Đồ Sơn Hà Xã Tắc? Chẳng phải năm xưa đã rơi vào tay Độc Cô Kiếm sao?				
181	181		99	Đã lâu như vậy rồi giờ không biết Độc Cô Kiếm thế nào nữa, năm đó khi y đến quán của ta uống rượu thì ta vẫn còn là một đứa trẻ. Nếu ngươi muốn biết thì có thể tìm Lư Thanh để hỏi xem sao.					
181	181				Lần theo manh mối này có thể sẽ gặp được Độc Cô đại hiệp, không chừng còn có cơ hội hợp sức với y! Ta đi ngay đây!				
182	182				Lư đại hiệp, nghe nói năm xưa Độc Cô Minh Chủ là chưởng môn Hành Sơn, vãn bối muốn nghe sự tích của ngài ấy. 				
182	182	1160	1160	(Mỉm cười) Thì ra là vậy! Mấy năm gần đây có không ít hiệp khách trẻ đến đây, có người đến để học hỏi, cũng có người tìm bí kíp. Thôi được, ta sẽ đưa ngươi đến chỗ ngày xưa hắn và Ngũ Sắc Giáo giao đấu.					
182	182				Phiền đại hiệp.				
183	183		1160	Chính là nơi này, theo ta!					
184	184		1160	Năm xưa gia sư Lưu Khinh Châu bị trọng thương, kỳ kinh bát mạch trong người bị đứt và qua đời, người đặt một bức thư quan trọng dưới một tảng đá dưới núi, sau đó mọi chuyện đều do Đại sư huynh gánh vác.					
184	184				Lúc đó xảy ra chuyện gì?				
184	184		1160	(Để xem ngươi vì lý do gì đến đây) Để từ từ ta kể.					
186	186				Năm đó Độc Cô đại hiệp lần đầu đối địch mà diệt hết Ngũ Sắc Giáo Đồ, thật lợi hại! Không biết bức thư năm đó viết gì? 				
186	186		1160	(Tin tức「Bản Đồ Sơn Hà Xã Tắc」tái xuất giang hồ lan truyền nhanh chóng, chỉ sợ sẽ mang đến phiền phức không ít cho đại sư huynh, có lẽ y có thể giúp.)					
186	186		1160	Trong thư là một danh sách, trên viết Liễu Trung Nguyên, Cố Phong, Vô Hư, Hàn...nhưng danh sách bị xé mất một góc, sau chữ【Hàn】là tên gì, nếu muốn biết thì đến Võ Di Kiếm Phái hỏi					
186	186				(Xem ra Lư đại hiệp đang che giấu điều gì) Đa tạ Lư đại hiệp!				
187	187				Bên đó có một gã Tiều Phu, hỏi thử xem đường nào đến Võ Di Kiếm Phái.				
188	188				Xin hỏi các hạ có biết đường đến Võ Di Kiếm Phái không?				
188	188		1163	Sao dạo này đông người vậy! Lại thêm một người! Này, nghe ta nói, nếu ngươi muốn đi Võ Di Sơn, thì hãy đi hướng đông nam. Trên đường có Cửu Hầu Động, trong đó rất nhiều Ác Hầu, nhớ chưa?					
188	188				Cảm ơn!				
189	189				Xem ra đây là Cửu Hầu Động, ta không tin đám khỉ lại có thể cản được ta!				
191	191				Sư huynh, ta đến hỏi chuyện trước đây Độc Cô đại hiệp đến thăm Lưu tiền bối, không biết...				
191	191		1165	(Chào lại) Đại hiệp, những chuyện ngươi nói chỉ có chưởng môn sư huynh biết, thật không may chưởng môn sư huynh hiện không ở trên núi, huynh ấy đi đâu mấy ngày nay rồi.					
191	191				(Xem ra uổng công rồi, chỉ có thể về Tương Dương tìm ông chủ hỏi thử thôi) Đa tạ sư huynh.				
192	192		99	Sao lại ủ rủ thế này? Chắc là không có tin tức gì hả?					
192	192		719	Kể lại mọi chuyện...					
192	192		99	Chỗ ta có chút manh mối, năm xưa Độc Cô Kiếm từng được một người tên Triệu Thất Nương đem lòng yêu mến, nhưng sau đó người đã tác hợp cô ấy cho một thợ mộc. Cô ấy hiện đang ở đây.					
192	192				(Vui mừng) Đa tạ! Để ta đi xem có tìm được manh mối gì không!				
193	193		1013	Tiểu cô nương, mau theo đại gia đi nào!					
193	193		1176	Các ngươi còn bước tới ta sẽ la lên đó.					
193	193				Dừng tay! Dám chọc ghẹo phụ nữ giữa ban ngày à!				
195	195				Cô nương không bị thương chứ?				
195	195		1176	(Im lặng) Đa tạ cứu giúp...Tiểu nữ vô cùng cảm kích...Tiểu nữ xin phép đi trước, cáo từ...					
195	195				(Ủa! Lạ nhỉ, được ta cứu mà sao cô nương này có vẻ không vui! Khoan đã, bên kia hình như có người! Đi xem thử là ai!)				
196	196				Quái lạ! Rõ ràng lúc nãy ta cảm thấy có người, chẳng lẽ ta nhìn nhầm sao? Thôi kệ, đến nhà Chu Mộc Tượng trước đã!				
197	197				Hai vị là Chu Mộc Tượng cùng Triệu Thất Nương?				
197	197		1170	(2 người nhìn nhau) Chính là chúng ta, còn ngươi?					
197	197				Hay lắm! Ngươi còn nhớ Độc Cô Kiếm đại hiệp không?				
197	197		1171	Ha ha! Thì ra ngươi đến hỏi chuyện này, năm đó Độc Cô Kiếm đi qua Lâm An, lúc đó ta bị cuốn hút trước phong thái của hắn, sau đó hắn làm mai ta với người này, cũng may chọn đúng người...					
197	197		1170	Ha ha!  Nay con trai ta cũng đã lớn, chỉ là người nó thích...e là hơi khó...Độc Cô đại hiệp làm mai cho chúng ta xong cũng không biết đi đâu! Cũng mười mấy năm rồi chưa gặp lại!					
197	197				(Quái lạ! Sao chàng trai này cứ nhìn ta hoài vậy, ở đây không có tin tức gì, mau đi cho rồi) Đa tạ hai vị đã cho biết, tại hạ xin cáo từ!				
198	198		1178	Các ngươi đứng lại! Dám ăn cướp sao?					
198	198		1188	Tiểu tử, chỉ trách ngươi võ công quá tệ, muốn lấy lại bảo ngọc cứ đến tìm chúng ta!					
198	198				(Phía trước hình như đã xảy ra chuyện gì đó, đi xem xem thế nào)				
199	199				Đã xảy ra chuyện gì?				
199	199		1178	Cũng tại ta võ công yếu kém nên báu vật gia truyền mới bị cướp đi, nếu ta được như Độc Cô đại hiệp thì tốt biết mấy.					
199	199				Ngươi quen Độc Cô đại hiệp ư?				
199	199		1178	Từ nhỏ, ta đã nghe mẹ nói đến Độc Cô đại hiệp, tiếc là ta tư chất yếu kém, đừng nói trở thành cao thủ như Độc Cô đại hiệp, ngay cả bọn lưu manh cũng đánh không lại.					
199	199				Ngươi lấy lại bảo vật giúp ta, ta sẽ nói ngươi biết tung tích của Độc Cô đại hiệp.				
199	199		1178	Thật sao? Đa tạ! Ngươi hứa rồi đó nhé!					
200	200				Các ngươi chính là người trộm báu vật nhà Kiếm Vân? Biết điều mau giao ra đây, đừng để ta tức giận!				
200	200		1187	To gan! Dám nói chuyện với đại ca ta vậy sao! Các huynh đệ! Lên nào!					
201	201		1188	Không ngờ ngươi cũng khá lắm, xem ra ta phải ra tay rồi!					
202	202		1188	Đại hiệp tha mạng! Bảo ngọc đưa ngài, tiền tài của ta đều đưa ngài!					
202	202				(Miếng ngọc này màu đỏ thẫm, lạ thật) Ai cần tiền của ngươi! Cút đi! Đừng để ta nhìn thấy các ngươi làm chuyện xấu nữa!				
203	203				Kiếm Vân, ngươi xem đây có phải là miếng ngọc gia truyền không?				
203	203		1178	Đa tạ đại hiệp! (Đỏ mặt) Chuyện của Độc Cô đại hiệp ta biết không nhiều, hãy cùng ta về gặp mẫu thân! Bà từng gặp Độc Cô đại hiệp, chắc biết nhiều hơn!					
204	204		1181	Vân Nhi! Chạy đi đâu thế? Khiến ta lo lắng quá, vị này là?					
204	204		1178	Mẫu thân! Hôm nay con bị cướp bảo ngọc, vừa may được vị đại hiệp này giúp! Người này muốn biết chuyện của Độc Cô đại hiệp!					
204	204		1181	(Nghi ngờ) Thu Vũ xin đa tạ đại hiệp giúp đỡ Vân Nhi, chỉ là Độc Cô đại hiệp là ân nhân của ta, ta phải cẩn thận, không biết đại hiệp muốn biết những việc đã qua để làm gì?					
204	204				Bái kiến Thu Vũ cô nương, hôm nay ta đến đây là để tìm hiểu một số chuyện về Độc Cô đại hiệp!				
204	204		1181	Thì ra là vậy! Chuyện cũng không có gì, năm đó ta theo mẫu thân đến nhờ vả hôn phu của người. Tên gian tặc đó lại không chịu nhận, còn bán chúng ta vào thanh lâu, mẫu thân vì tức giận mà...					
204	204		1181	Ta lưu lạc thanh lâu, cũng may Độc Cô công tử đã mạo hiểm giúp ta đưa Hồng Ngọc tổ truyền cho cậu ta là Lưu Vân, nhờ đó ta được cứu, vì vậy ta đặt tên con trai là「Kiếm Vân」để tưởng nhớ hai người họ.					
204	204				Thì ra là vậy! Đa tạ Thu Vũ cô nương đã nói ta biết, tại hạ còn việc phải về Tương Dương, xin cáo từ.				
